Id,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,danceability,genre_label
2523,0.938,5,-6.524,0,0.0392,4.47E-06,0.915,0.0762,0.0306,127.996,567049,4,0.755,1
2524,0.946,6,-5.185,1,0.0719,0.0195,0.848,0.383,0.476,128.009,245625,4,0.765,1
2525,0.689,0,-9.586,1,0.0313,0.0137,0.73,0.113,0.188,130.006,310393,4,0.633,1
2526,0.852,1,-7.055,1,0.0513,0.00154,0.882,0.0629,0.623,138.004,444657,4,0.654,1
2527,0.92,4,-8.917,0,0.0437,0.00624,0.832,0.392,0.214,125.989,393333,4,0.714,1
2528,0.614,11,-6.004,0,0.407,0.0672,7.81E-05,0.106,0.57,172.03,230493,4,0.748,0
2529,0.936,1,-9.272,1,0.0813,0.000206,0.888,0.104,0.369,127.935,273546,3,0.784,1
2530,0.592,6,-7.001,1,0.313,0.042,0,0.0712,0.905,180.02,267363,4,0.82,0
2531,0.881,6,-10.008,1,0.0747,0.464,0.803,0.291,0.556,132.998,363129,4,0.748,1
2532,0.973,6,-6.177,1,0.0481,0.0823,0.84,0.104,0.215,130.005,415738,4,0.706,1
2533,0.656,1,-6.571,1,0.222,0.00259,0.0024,0.144,0.709,124.751,426853,4,0.828,0
2534,0.661,0,-9.611,1,0.381,0.0228,0.000168,0.101,0.135,155.943,333380,4,0.692,0
2535,0.439,3,-8.166,0,0.0674,0.0469,0.0232,0.135,0.679,119.936,118387,4,0.92,0
2536,0.481,0,-5.183,1,0.245,0.097,3.83E-05,0.0495,0.193,192.504,161400,4,0.814,0
2537,0.749,1,-9.966,0,0.0802,0.0017,0.761,0.0919,0.451,128.018,436886,4,0.78,1
2538,0.824,7,-7.563,1,0.0785,0.000459,0.872,0.0564,0.0949,125.004,432001,4,0.789,1
2539,0.903,7,-10.011,1,0.0427,0.0214,0.911,0.112,0.0342,133.002,382832,4,0.661,1
2540,0.498,9,-8.339,0,0.0623,0.046,0,0.146,0.692,110.019,176532,4,0.87,0
2541,0.888,9,-3.389,1,0.0336,0.000307,0.532,0.128,0.251,186.024,170213,4,0.522,0
2542,0.697,11,-5.063,0,0.197,0.0106,0,0.0842,0.767,149.28,247413,4,0.744,0
2543,0.739,5,-3.573,0,0.0602,0.029,0,0.266,0.617,162.74,234307,4,0.533,0
2544,0.696,1,-12.407,1,0.0504,0.00576,0.875,0.0917,0.0356,131.012,447023,4,0.616,1
2545,0.812,2,-8.557,1,0.0337,0.00105,0.854,0.0799,0.075,123.012,490000,4,0.644,1
2546,0.797,4,-7.894,0,0.0478,3.20E-05,0.872,0.104,0.198,124.019,453674,4,0.81,1
2547,0.635,7,-6.609,0,0.0809,0.0935,0,0.0892,0.784,175.162,200774,4,0.814,0
2548,0.777,9,-12.782,1,0.0407,0.101,0.734,0.0999,0.0341,127.993,321416,4,0.662,1
2549,0.854,2,-10.705,0,0.0664,0.000171,0.825,0.129,0.424,128.015,248437,4,0.788,1
2550,0.562,7,-7.33,1,0.328,0.00503,7.68E-05,0.142,0.565,183.958,158133,4,0.823,0
2551,0.943,7,-8.069,1,0.0466,0.000522,0.931,0.11,0.0394,135.002,345169,4,0.713,1
2552,0.971,4,-8.927,0,0.0925,0.000255,0.886,0.11,0.0564,137.999,339938,4,0.649,1
2553,0.848,8,-5.741,1,0.0349,0.00699,0,0.118,0.544,165.952,140871,4,0.572,0
2554,0.804,8,-5.731,1,0.0547,0.114,0,0.0966,0.363,187.104,287933,4,0.67,0
2555,0.822,10,-8.175,1,0.0438,0.00608,0.691,0.145,0.468,128.016,210000,4,0.67,1
2556,0.953,2,-8.432,0,0.0494,0.00504,0.847,0.0723,0.311,122.996,424022,4,0.788,1
2557,0.712,0,-5.976,1,0.0732,0.0572,0,0.167,0.346,140.012,259720,4,0.573,0
2558,0.736,11,-8.276,0,0.299,0.576,0,0.0682,0.398,175.5,268720,4,0.537,0
2559,0.807,11,-3.4,0,0.246,0.246,0,0.134,0.614,111.027,278333,5,0.602,0
2560,0.836,2,-8.449,1,0.0525,0.00479,0.729,0.0764,0.32,124.001,530323,4,0.712,1
2561,0.81,8,-7.342,0,0.0382,7.89E-05,0.936,0.127,0.0358,126.002,550481,4,0.566,1
2562,0.727,7,-9.098,1,0.0569,0.000892,0.0474,0.0706,0.0294,128.001,437182,3,0.756,1
2563,0.748,10,-9.112,0,0.0378,0.066,0.907,0.0752,0.0369,123.999,433957,4,0.737,1
2564,0.783,11,-9.509,0,0.0871,0.0009,0.894,0.0994,0.287,129.993,419020,4,0.739,1
2565,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,235987,4,0.636,0
2566,0.759,9,-8.459,1,0.0731,0.00465,0.0734,0.322,0.56,124.998,225120,4,0.744,1
2567,0.914,7,-7.195,1,0.0881,0.00889,0.936,0.0462,0.184,128.007,482000,4,0.736,1
2568,0.811,10,-9.19,0,0.08,0.0153,0.906,0.208,0.0655,127.944,379104,4,0.495,1
2569,0.939,6,-9.871,0,0.0491,0.00807,0.789,0.167,0.313,141.004,478667,4,0.454,1
2570,0.942,6,-8.11,1,0.0572,0.204,0.883,0.0963,0.235,129.989,244966,4,0.711,1
2571,0.963,11,-2.882,0,0.138,0.001,0.807,0.107,0.0778,140.005,348707,4,0.717,1
2572,0.9,4,-7.118,0,0.0616,0.000365,0.841,0.105,0.15,125.999,467614,4,0.646,1
2573,0.919,1,-3.738,1,0.0427,9.86E-05,0.848,0.128,0.391,126,492116,4,0.783,1
2574,0.589,9,-4.683,1,0.138,0.0327,1.85E-06,0.18,0.127,203.968,246773,4,0.488,0
2575,0.849,11,-4.41,1,0.26,0.0811,0,0.0616,0.844,188.014,258000,4,0.816,0
2576,0.798,2,-5.902,1,0.292,0.412,0,0.253,0.422,186.904,203448,4,0.448,0
2577,0.562,9,-8.288,1,0.253,0.0656,0,0.508,0.408,105.539,167147,4,0.924,0
2578,0.59,1,-12.1,0,0.752,0.44,0,0.327,0.907,175.8,129693,4,0.608,0
2579,0.794,7,-10.965,1,0.0339,0.00174,0.878,0.109,0.0897,136.004,371848,4,0.709,1
2580,0.401,6,-12.04,0,0.0617,0.0395,0.765,0.112,0.0747,127.001,440365,4,0.827,1
2581,0.745,7,-8.088,1,0.0579,0.075,0.859,0.115,0.305,133.002,216541,4,0.76,1
2582,0.938,5,-6.524,0,0.0392,4.47E-06,0.915,0.0762,0.0306,127.996,567049,4,0.755,1
2583,0.804,10,-5.504,0,0.172,0.00247,0.000185,0.463,0.798,171.504,93840,4,0.539,0
2584,0.792,1,-5.303,0,0.282,0.266,0,0.172,0.593,159.288,207673,4,0.523,0
2585,0.961,2,-3.726,0,0.347,0.178,1.64E-06,0.146,0.686,174.422,213827,4,0.514,0
2586,0.727,0,-7.944,1,0.105,0.0138,0.609,0.128,0.344,128.035,375000,4,0.753,1
2587,0.935,6,-2.774,1,0.247,0.138,0,0.161,0.872,183.99,207093,4,0.713,0
2588,0.575,11,-4.87,1,0.0633,0.025,9.94E-06,0.205,0.65,153.954,299960,4,0.825,0
2589,0.784,6,-6.825,0,0.0766,0.000604,0.906,0.0927,0.492,129.999,375360,4,0.729,1
2590,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,4,0.599,0
2591,0.997,1,-8.321,0,0.0915,0.741,0.823,0.394,0.0359,135.012,412421,4,0.691,1
2592,0.822,2,-9.989,1,0.0578,0.00424,0.865,0.111,0.194,129.97,357097,4,0.727,1
2593,0.466,8,-18.533,1,0.0437,0.443,0.913,0.119,0.0375,132.008,580009,4,0.648,1
2594,0.353,10,-13.816,0,0.381,0.109,0.00394,0.156,0.735,145.065,149702,4,0.7,0
2595,0.63,11,-11.305,1,0.132,0.0333,0.504,0.0901,0.187,126.023,472395,4,0.913,1
2596,0.865,7,-6.476,0,0.0922,2.06E-05,0.591,0.219,0.35,124.047,205973,4,0.562,0
2597,0.537,9,-4.966,0,0.107,0.844,0,0.117,0.434,170.06,149000,4,0.788,0
2598,0.878,10,-10.247,0,0.0928,0.112,0.902,0.11,0.0684,128.014,241875,4,0.788,1
2599,0.444,2,-8.901,1,0.0614,0.00109,0.908,0.059,0.229,123.01,413867,4,0.777,1
2600,0.892,1,-3.272,1,0.21,0.0313,0,0.135,0.524,182.014,268000,4,0.747,0
2601,0.804,2,-7.87,0,0.0452,0.03,0.932,0.0529,0.036,130.002,336527,4,0.788,1
2602,0.895,4,-10.646,0,0.0803,0.0014,0.894,0.343,0.034,126.99,385512,4,0.787,1
2603,0.426,2,-12.83,1,0.0499,0.000362,0.816,0.114,0.445,125.01,470400,4,0.803,1
2604,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,229147,4,0.367,0
2605,0.626,2,-9.544,0,0.334,0.311,0,0.106,0.399,158.202,274826,1,0.544,0
2606,0.711,0,-7.697,1,0.0463,0.00297,0.859,0.0608,0.364,125.001,423887,4,0.82,1
2607,0.61,5,-7.455,0,0.0993,0.833,0.00523,0.163,0.321,179.99,230453,4,0.641,0
2608,0.8,6,-4.369,1,0.171,0.406,0,0.561,0.738,176.878,164075,4,0.497,0
2609,0.839,7,-9.473,1,0.0523,0.26,0.874,0.108,0.124,127.997,307500,4,0.625,1
2610,0.708,7,-13.745,1,0.0728,0.284,0.829,0.134,0.0482,129.997,457846,4,0.688,1
2611,0.553,1,-9.137,1,0.665,0.557,5.67E-05,0.375,0.828,175.559,346667,4,0.57,0
2612,0.737,1,-3.477,0,0.0356,0.0253,8.04E-05,0.181,0.122,183.828,357653,4,0.582,0
2613,0.716,11,-5.334,1,0.383,0.00946,3.23E-06,0.667,0.426,129.985,194977,4,0.719,0
2614,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841,338853,4,0.375,0
2615,0.687,1,-5.157,1,0.1,0.032,4.92E-06,0.347,0.508,180.216,170667,4,0.674,0
2616,0.835,7,-3.076,1,0.0425,0.031,1.44E-06,0.387,0.766,183.048,284907,4,0.761,0
2617,0.322,8,-10.358,1,0.0333,0.0194,7.72E-06,0.115,0.04,106.976,326947,4,0.497,0
2618,0.523,10,-10.205,0,0.0631,0.0445,0.925,0.0872,0.659,124.004,409387,4,0.846,1
2619,0.532,6,-9.712,1,0.374,0.732,0.00109,0.111,0.299,147.804,184250,4,0.643,0
2620,0.726,9,-8.614,1,0.0558,0.00105,0.824,0.105,0.0653,125.994,417202,4,0.783,1
2621,0.862,11,-8.656,0,0.0798,0.0194,0.887,0.346,0.169,128,523731,4,0.684,1
2622,0.817,11,-9.763,1,0.108,0.00528,0.856,0.124,0.704,128.987,300667,5,0.66,1
2623,0.553,1,-9.861,0,0.0484,0.000435,0.89,0.112,0.108,127.002,396325,4,0.676,1
2624,0.77,2,-8.656,1,0.0584,0.00384,0.888,0.157,0.0923,130.005,359503,4,0.794,1
2625,0.821,1,-8.383,0,0.0413,0.00105,0.904,0.0944,0.0355,131.015,432507,4,0.792,1
2626,0.902,11,-11.465,0,0.154,0.0617,0.816,0.115,0.242,130.004,376715,4,0.67,1
2627,0.728,6,-8.897,1,0.0754,0.000967,0.908,0.116,0.14,133.004,436692,4,0.749,1
2628,0.849,7,-5.632,1,0.0472,0.000471,0.911,0.627,0.0354,126.005,441905,4,0.709,1
2629,0.857,9,-6.179,0,0.318,0.218,0,0.304,0.773,173.717,272627,4,0.603,0
2630,0.72,7,-4.726,1,0.316,0.286,0,0.106,0.688,169.899,201493,4,0.661,0
2631,0.651,7,-10.006,1,0.0426,0.00949,0.867,0.138,0.0428,126.011,419339,3,0.714,1
2632,0.86,9,-7.263,0,0.0592,0.00616,0.96,0.11,0.182,129.004,267907,4,0.701,1
2633,0.57,9,-3.757,0,0.414,0.279,0,0.0946,0.739,184.412,205400,4,0.878,0
2634,0.476,2,-15.05,1,0.209,0.293,0.921,0.111,0.316,127.998,367618,4,0.894,1
2635,0.602,10,-5.656,0,0.312,0.0701,0,0.232,0.506,160.133,271133,4,0.768,0
2636,0.807,0,-10.092,1,0.0558,0.261,0.928,0.107,0.114,128.003,457515,5,0.737,1
2637,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507,4,0.925,0
2638,0.428,1,-12.065,0,0.16,0.0485,0.000484,0.101,0.638,190.086,265484,4,0.778,0
2639,0.946,1,-5.791,1,0.0864,0.0879,0.859,0.107,0.189,129.975,321739,4,0.415,1
2640,0.587,7,-6.736,0,0.353,0.473,0,0.0759,0.68,173.972,161765,4,0.644,0
2641,0.921,6,-8.043,0,0.0426,4.66E-05,0.899,0.0789,0.228,124.987,403320,4,0.807,1
2642,0.676,1,-4.919,1,0.398,0.122,0,0.222,0.655,175.09,285240,4,0.726,0
2643,0.452,5,-11.451,0,0.168,0.226,0,0.331,0.307,115.011,276522,4,0.846,0
2644,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,200747,4,0.721,0
2645,0.6,11,-13.001,0,0.0712,0.516,0.893,0.112,0.34,132.996,379019,4,0.718,1
2646,0.727,2,-13.138,1,0.0589,4.63E-05,0.908,0.0856,0.13,124.998,378240,3,0.701,1
2647,0.656,10,-11.806,0,0.0926,0.00104,0.889,0.101,0.035,129.004,373023,4,0.799,1
2648,0.805,0,-9.643,1,0.102,0.102,0.909,0.2,0.159,129.979,392000,4,0.735,1
2649,0.916,1,-3.344,1,0.415,0.11,0,0.0746,0.695,190.642,247427,4,0.783,0
2650,0.722,5,-6.765,0,0.543,0.714,0.0146,0.146,0.588,172.461,121804,4,0.409,0
2651,0.814,0,-7.969,1,0.365,0.392,0,0.513,0.638,178.494,188720,4,0.607,0
2652,0.77,7,-7.421,1,0.164,0.0146,0.563,0.12,0.14,130.002,411505,4,0.725,1
2653,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800,4,0.808,0
2654,0.641,4,-14.315,0,0.0519,0.00132,0.913,0.11,0.0347,125.019,488163,4,0.786,1
2655,0.879,5,-2.431,0,0.0569,0.0555,0,0.134,0.541,142.332,259533,4,0.765,0
2656,0.662,10,-5.947,0,0.175,0.42,0,0.0723,0.755,130.037,181510,4,0.71,0
2657,0.798,11,-9.09,1,0.0368,0.00694,0.906,0.112,0.0241,126.99,511543,4,0.641,1
2658,0.722,11,-4.63,1,0.16,0.13,0,0.0531,0.477,181.994,283173,4,0.716,0
2659,0.965,8,-6.954,1,0.0663,0.0129,0.894,0.11,0.33,128.999,502859,4,0.77,1
2660,0.897,7,-9.898,1,0.0531,0.0657,0.889,0.0981,0.0614,130.008,445116,4,0.743,1
2661,0.463,9,-5.913,0,0.345,0.135,6.88E-05,0.0875,0.563,187.356,249013,4,0.767,0
2662,0.927,2,-4.468,1,0.0838,0.027,0,0.0986,0.88,146.094,258432,4,0.634,0
2663,0.875,9,-8.155,1,0.0581,4.43E-05,0.886,0.0622,0.18,128,457969,4,0.661,1
2664,0.82,10,-5.544,0,0.333,0.0665,0,0.274,0.471,171.702,206253,4,0.729,0
2665,0.834,1,-9.26,1,0.0456,0.00144,0.848,0.116,0.148,124.002,281129,4,0.744,1
2666,0.741,11,-11.825,0,0.0387,0.000424,0.902,0.0962,0.309,127.006,430866,4,0.615,1
2667,0.603,0,-7.571,1,0.36,0.601,0.00063,0.307,0.812,168.456,245333,3,0.33,0
2668,0.674,10,-11.037,0,0.0413,0.0058,0.901,0.11,0.317,123.992,225234,4,0.675,1
2669,0.392,3,-7.88,1,0.17,0.747,8.81E-06,0.198,0.166,183.876,294973,4,0.521,0
2670,0.617,8,-9.219,1,0.0324,0.000737,0.756,0.0952,0.16,129.995,369274,4,0.706,1
2671,0.636,11,-10.559,0,0.0555,0.00056,0.905,0.0877,0.0295,128.005,372443,4,0.716,1
2672,0.879,0,-4.029,0,0.0627,0.0168,3.65E-06,0.309,0.558,171.422,252173,4,0.681,0
2673,0.961,1,-9.829,0,0.0422,0.0434,0.909,0.116,0.109,134.988,388667,4,0.626,1
2674,0.71,5,-6.891,0,0.113,0.629,0,0.0607,0.367,131.891,234285,4,0.51,0
2675,0.782,6,-10.867,0,0.0455,0.0115,0.909,0.369,0.417,124.003,402626,4,0.712,1
2676,0.59,6,-6.95,1,0.371,0.0127,2.99E-06,0.142,0.588,183.942,188107,4,0.599,0
2677,0.549,7,-6.572,1,0.0656,0.396,0.000154,0.11,0.0904,200.028,183160,4,0.925,0
2678,0.533,2,-12.416,1,0.291,0.0197,0.00104,0.108,0.522,191.79,254929,4,0.839,0
2679,0.67,7,-10.867,1,0.0788,0.000804,0.819,0.107,0.569,125.007,430328,4,0.805,1
2680,0.862,1,-9.522,1,0.0512,0.0288,0.805,0.127,0.754,129.989,418118,4,0.645,1
2681,0.652,0,-6.846,1,0.204,0.103,0,0.113,0.416,182.462,247040,4,0.676,0
2682,0.597,7,-7.333,1,0.118,0.292,0,0.13,0.448,184.098,222987,4,0.737,0
2683,0.432,0,-11.165,0,0.0605,0.211,0.951,0.104,0.302,127.992,555000,4,0.77,1
2684,0.463,5,-10.509,0,0.0403,0.0951,0.822,0.101,0.148,122.995,668751,4,0.711,1
2685,0.517,4,-11.779,1,0.0445,0.0528,0.911,0.112,0.333,134.976,342198,4,0.718,1
2686,0.685,7,-8.535,1,0.0397,0.00164,0.787,0.203,0.109,128.005,487869,3,0.672,1
2687,0.692,6,-7.438,0,0.369,0.299,6.57E-06,0.198,0.593,146.453,361942,4,0.55,0
2688,0.687,4,-9.744,0,0.377,0.381,0.000124,0.146,0.517,163.908,220836,4,0.659,0
2689,0.947,4,-4.822,0,0.04,0.00303,0.87,0.0889,0.0685,130.001,417231,3,0.709,1
2690,0.626,7,-13.758,1,0.363,0.0636,0,0.114,0.519,184.448,295373,4,0.72,0
2691,0.476,0,-8.658,1,0.111,0.13,0.000252,0.135,0.116,191.259,243440,4,0.54,0
2692,0.908,1,-13.655,1,0.0458,0.000473,0.881,0.142,0.196,129.966,444000,4,0.609,1
2693,0.348,9,-14.775,1,0.0356,0.00406,2.59E-05,0.0659,0.0566,179.996,87549,4,0.524,0
2694,0.489,10,-15.081,0,0.0595,0.295,0.895,0.381,0.521,125.012,562907,4,0.761,1
2695,0.884,8,-1.452,1,0.366,0.0221,1.33E-06,0.0662,0.608,146.75,303693,3,0.547,0
2696,0.656,9,-6.25,1,0.315,0.28,0,0.111,0.586,179.614,219505,4,0.655,0
2697,0.677,6,-9.752,1,0.0427,0.0075,0.771,0.0938,0.0429,125.014,528120,4,0.777,1
2698,0.967,6,-6.469,1,0.0484,0.000232,0.89,0.35,0.674,128.994,408028,4,0.689,1
2699,0.669,11,-11.596,1,0.0593,0.0251,0.932,0.0947,0.0367,130.012,438466,4,0.769,1
2700,0.648,7,-6.907,1,0.279,0.0157,0.00198,0.1,0.506,184.16,271867,4,0.785,0
2701,0.884,6,-9.153,1,0.0631,0.000348,0.924,0.107,0.188,129.999,387700,4,0.793,1
2702,0.739,11,-8.182,0,0.0843,0.000427,0.845,0.466,0.349,140.027,393555,4,0.668,1
2703,0.799,7,-11.161,1,0.0417,0.0114,0.885,0.0951,0.193,131.997,381272,4,0.535,1
2704,0.564,9,-7.096,1,0.0361,0.694,0,0.489,0.424,153.082,237772,4,0.626,0
2705,0.959,1,-7.943,0,0.042,4.88E-05,0.918,0.127,0.0382,130.005,369793,4,0.715,1
2706,0.83,8,-6.588,1,0.341,0.188,0,0.602,0.702,171.67,192080,4,0.468,0
2707,0.338,7,-12.385,1,0.0661,0.000237,0.926,0.112,0.602,129.994,362000,4,0.665,1
2708,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,166.022,231240,4,0.82,0
2709,0.639,4,-6.607,1,0.185,0.0731,0.0225,0.0612,0.866,194.778,286200,4,0.825,0
2710,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,168.822,240627,4,0.618,0
2711,0.945,11,-8.66,0,0.0671,0.0977,0.839,0.115,0.172,129.992,417231,4,0.743,1
2712,0.726,11,-12.031,1,0.0518,0.519,0.909,0.121,0.167,128.995,320000,3,0.716,1
2713,0.783,6,-11.17,1,0.0413,0.000421,0.916,0.0839,0.0345,123.995,410323,4,0.589,1
2714,0.672,10,-9.38,0,0.382,0.0395,1.71E-06,0.802,0.736,192.664,248800,4,0.69,0
2715,0.62,11,-10.174,0,0.212,0.0175,0,0.134,0.805,179.817,217627,4,0.711,0
2716,0.718,6,-7.098,0,0.277,0.0315,1.92E-06,0.122,0.728,185.758,211960,4,0.841,0
2717,0.753,7,-14.267,1,0.0454,9.05E-05,0.898,0.37,0.0332,132.003,411818,4,0.568,1
2718,0.814,11,-7.201,1,0.175,0.00302,0.771,0.371,0.307,133.012,399248,4,0.756,1
2719,0.956,6,-10.533,0,0.0597,0.00194,0.862,0.103,0.0375,130.008,446771,4,0.459,1
2720,0.968,7,-5.24,1,0.0609,0.00102,0.696,0.0568,0.201,129.994,346937,4,0.64,1
2721,0.538,0,-9.03,1,0.101,0.00617,3.16E-06,0.481,0.451,178.058,232978,4,0.761,0
2722,0.835,7,-4.672,0,0.279,0.0313,0,0.057,0.799,185.162,177667,4,0.795,0
2723,0.565,5,-7.039,0,0.241,0.0978,0,0.0876,0.591,165.078,280680,4,0.823,0
2724,0.621,0,-6.24,1,0.0866,0.61,0,0.464,0.593,120.056,216747,4,0.762,0
2725,0.742,7,-7.116,1,0.0376,0.0594,0.84,0.105,0.251,125.012,399360,4,0.865,1
2726,0.841,1,-7.524,0,0.077,0.00129,0.846,0.101,0.323,127.016,340157,4,0.802,1
2727,0.98,7,-5.787,1,0.0873,0.00102,0.81,0.228,0.46,127.982,407109,4,0.634,1
2728,0.849,10,-4.953,0,0.248,0.228,4.52E-05,0.493,0.734,163.912,192067,4,0.697,0
2729,0.729,11,-10.214,0,0.101,0.000967,0.936,0.111,0.0346,128.998,312632,4,0.792,1
2730,0.849,4,-8.061,0,0.326,0.409,0,0.251,0.621,195.99,298867,4,0.744,0
2731,0.779,1,-8.966,1,0.0474,0.00713,0.874,0.0905,0.136,127.994,383437,4,0.698,1
2732,0.6,2,-9.087,1,0.357,0.266,0,0.31,0.725,164.924,213320,1,0.442,0
2733,0.591,3,-7.656,0,0.202,0.00661,4.09E-05,0.178,0.843,191.982,244427,4,0.882,0
2734,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4,0.713,0
2735,0.982,11,-7.241,0,0.0508,1.92E-05,0.933,0.244,0.105,134.011,411328,4,0.551,1
2736,0.831,2,-5.858,1,0.462,0.291,0,0.702,0.549,197.786,181875,4,0.629,0
2737,0.83,9,-5.35,1,0.115,0.00474,0,0.339,0.587,181.934,218187,4,0.47,0
2738,0.833,0,-6.033,1,0.365,0.622,0,0.426,0.767,174.062,161428,5,0.545,0
2739,0.576,0,-10.798,1,0.382,0.19,5.97E-06,0.103,0.497,168.678,277427,4,0.658,0
2740,0.877,5,-2.437,0,0.148,0.12,2.07E-06,0.0808,0.783,190.658,222467,4,0.865,0
2741,0.543,6,-14.042,0,0.72,0.0159,0,0.0961,0.206,202.066,167506,5,0.704,0
2742,0.802,1,-10.571,1,0.0594,0.0407,0.871,0.0943,0.0315,124.997,472258,3,0.621,1
2743,0.967,7,-8.683,1,0.0698,0.00973,0.885,0.416,0.507,134.006,483582,4,0.642,1
2744,0.57,0,-7.682,0,0.172,0.222,2.32E-06,0.343,0.371,107.766,232293,4,0.715,0
2745,0.706,11,-10.961,0,0.0585,0.0496,0.926,0.111,0.0364,130.001,430154,4,0.793,1
2746,0.946,6,-8.883,0,0.0795,0.00425,0.905,0.0864,0.0742,137.996,353411,4,0.771,1
2747,0.71,11,-4.219,0,0.0548,0.00426,0.0309,0.064,0.911,203.64,294920,4,0.837,0
2748,0.924,1,-6.667,1,0.112,0.00874,0.909,0.215,0.25,129.994,373433,4,0.748,1
2749,0.909,6,-9.441,0,0.0662,0.00456,0.893,0.113,0.405,135.014,293749,4,0.635,1
2750,0.607,0,-8.002,0,0.325,0.332,0,0.361,0.423,161.1,260867,4,0.78,0
2751,0.37,11,-11.674,0,0.397,0.832,0,0.108,0.312,135.391,262360,4,0.593,0
2752,0.908,7,-9.084,1,0.0571,0.000134,0.91,0.163,0.0434,135.155,318750,4,0.463,1
2753,0.71,2,-11.281,1,0.0338,0.000141,0.89,0.209,0.0948,120.986,370730,4,0.637,1
2754,0.94,7,-5.185,1,0.0388,1.43E-05,0.899,0.205,0.0949,128.004,365500,4,0.678,1
2755,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4,0.802,0
2756,0.955,11,-15.93,1,0.0486,0.458,0.934,0.0702,0.0677,126,358095,4,0.609,1
2757,0.676,1,-9.917,1,0.266,0.0339,0.916,0.107,0.0409,130.001,468000,4,0.754,1
2758,0.786,6,-10.861,1,0.0497,0.000854,0.94,0.117,0.147,132.01,341813,4,0.64,1
2759,0.714,4,-6.055,0,0.14,0.202,0.000234,0.0521,0.818,201.944,267267,4,0.891,0
2760,0.803,1,-10.388,1,0.063,0.00464,0.859,0.0693,0.493,122.999,476098,4,0.695,1
2761,0.708,1,-8.779,1,0.0569,0.0706,0.834,0.108,0.224,123.989,263852,3,0.555,1
2762,0.92,6,-6.681,1,0.0619,0.000282,0.825,0.616,0.42,139.996,317143,4,0.59,1
2763,0.845,2,-8.064,1,0.0773,0.029,0.877,0.109,0.0969,135.004,348470,4,0.721,1
2764,0.761,11,-7.647,0,0.302,0.157,0,0.789,0.666,163.456,211493,4,0.697,0
2765,0.726,6,-6.486,1,0.0612,0.0377,0.00337,0.133,0.623,122.007,151230,4,0.78,0
2766,0.846,4,-10.227,1,0.0755,0.215,0.948,0.112,0.0308,132.997,348395,3,0.779,1
2767,0.575,9,-7.28,0,0.203,0.0447,0.000776,0.118,0.683,199.818,279733,4,0.923,0
2768,0.94,1,-7.03,0,0.0476,0.00586,0.896,0.0912,0.206,130.001,441231,4,0.728,1
2769,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,193.836,248573,4,0.939,0
2770,0.829,11,-13.163,0,0.0485,0.0486,0.909,0.111,0.0314,131.016,368400,4,0.744,1
2771,0.305,11,-15.617,0,0.387,0.322,0,0.0641,0.276,169.992,214680,4,0.86,0
2772,0.622,8,-11.759,1,0.0485,0.00315,0.842,0.134,0.142,124.989,460800,4,0.682,1
2773,0.989,7,-10.049,0,0.0634,0.0219,0.943,0.0955,0.503,123.003,382439,4,0.758,1
2774,0.684,1,-6.42,1,0.146,0.166,0,0.367,0.601,181.894,341000,4,0.663,0
2775,0.779,6,-9.807,0,0.0399,3.26E-05,0.344,0.108,0.0578,131.982,332685,4,0.579,1
2776,0.814,8,-4.604,1,0.0434,2.12E-05,0.0684,0.205,0.2,126.007,432976,4,0.863,1
2777,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,352853,4,0.759,0
2778,0.684,1,-7.727,1,0.317,0.0243,0,0.165,0.659,186.73,217720,4,0.891,0
2779,0.68,2,-7.689,1,0.196,0.0471,0.000125,0.119,0.458,114.981,201240,4,0.926,0
2780,0.773,4,-9.863,0,0.0636,0.0207,0.889,0.0989,0.0317,126.001,458591,4,0.785,1
2781,0.935,5,-4.899,1,0.0578,7.77E-05,0.865,0.0667,0.492,130.001,434308,4,0.728,1
2782,0.544,11,-17.609,0,0.0517,0.725,0.968,0.0803,0.0401,128.995,485051,4,0.681,1
2783,0.952,10,-10.913,1,0.0397,1.02E-05,0.898,0.111,0.142,131.999,393950,4,0.794,1
2784,0.923,11,-7.237,0,0.0469,0.00148,0.864,0.138,0.287,128.008,608000,4,0.752,1
2785,0.702,11,-8.99,0,0.063,0.000529,0.898,0.0898,0.0393,128.014,337500,4,0.707,1
2786,0.526,9,-9.607,1,0.0504,0.054,0.917,0.109,0.134,128.01,362800,4,0.723,1
